Site_ID,site_name,Group_ID,license_mode,minimum_site_role,name,domainname
ebfe0a7f-5759-4151-a4c9-08cd6cdd01fb,Web Edit Webinar,8d9ddfa5-28d6-4464-a4c3-34ce704562ee,,,Sales Team,local
ebfe0a7f-5759-4151-a4c9-08cd6cdd01fb,Web Edit Webinar,bd4c6f9a-a17e-4750-8725-dcc201cb2bb1,,,testing LS,local
aa6c8d5d-fd1b-4e66-80f1-6efc1eafb9d1,AEP_Demo_Site,be79bd5d-956e-4517-8dbe-b00588d6a862,,,All Users,local
fe49577c-0e22-4f28-aeeb-cb9d645e2a3e,PCI Pharma,1a6b748c-bc6b-4738-b900-20e3f2f047d1,,,All Users,local
53dfff3d-d83a-49ea-92b9-0381cf26dc11,UK Learning Platform Demo,387ac76e-784a-4215-929b-21cab51b23ce,,,All Users,local
535e6adb-8dba-453e-857a-9b81d392936c,pythonscripttest,b7183350-2bfd-466d-bc09-b04dea5306bb,,,All Users,local
535e6adb-8dba-453e-857a-9b81d392936c,pythonscripttest,8198dd07-626a-4401-a316-0229f64a3406,,,viewer,local
535e6adb-8dba-453e-857a-9b81d392936c,pythonscripttest,8063a53d-61d7-4a56-819d-eb19266b088c,,,explorer,local
535e6adb-8dba-453e-857a-9b81d392936c,pythonscripttest,d5e6c685-365b-44e3-a4e2-3bc89d215fdc,,,creator,local
e5dafcc2-7640-4f4e-93ce-59a5fef87c1c,sky training,b3303a6d-f5b3-4843-a762-ec4af64b6a8a,,,All Users,local
e53cfedf-899c-465d-a74f-1ebbc6d413f8,GBDemo,c8b187c5-938a-464d-ab14-559a9ec7e22f,,,All Users,local
ae3d22ad-3289-4bfb-aadf-206ab2a3fb4c,Explorers Training,6b9ce0ed-4289-4d5a-9cdf-9868f9efccef,,,All Users,local
0be78d9e-f671-4bb8-9916-179143d448df,Ciaran & Mike,c8bf4890-fe92-474e-bf74-7ea783718c80,,,All Users,local
3273131b-3657-487d-afb0-7ede21eb9330,Logshark,fca5b63f-4ebb-4772-847b-936146988747,,,All Users,local
7f533708-8f67-4b3e-8683-602ee148336c,WEEK 11 - DS30 PROJECT - TEST SITE - LANDING PAGE,8a09477c-1098-43d7-b592-4748b767bbd9,,,All Users,local
4a827baf-a0ef-4c68-88f6-6d479bda2f58,TIL France - Internal,b97a927b-25be-4697-8d78-46a9b1c90757,,,All Users,local
4a827baf-a0ef-4c68-88f6-6d479bda2f58,TIL France - Internal,e4732497-7472-4602-a838-dd1eab2d7ce1,,,hhhhh,local
de830dcf-5e2e-4638-911a-c91c4010354b,FinnFocusOrderTest,def8cc42-9108-4d50-b4b2-05ce64389fcf,,,All Users,local
de830dcf-5e2e-4638-911a-c91c4010354b,FinnFocusOrderTest,e9153f84-6a14-40af-ace1-e99f86dc775e,,,FR Team,local
